offset_seconds,frequency_hz
0.500000,59.841407
1.500000,60.007155
2.500000,60.007155
3.500000,60.304553
4.500000,59.915968
5.500000,59.882928
6.500000,59.882928
7.500000,59.962958
8.500000,60.029589
9.500000,60.029589
10.500000,59.997138
11.500000,59.761207
12.500000,59.729574
13.500000,59.729574
14.500000,59.495036
15.500000,59.934852
16.500000,59.742895
17.500000,59.742895
18.500000,59.742895
19.500000,59.926206
20.500000,59.926206
21.500000,59.855368
22.500000,59.680805
23.500000,59.680805
24.500000,59.633697
25.500000,59.633697
26.500000,59.633697
27.500000,59.923377
28.500000,59.923377
29.500000,60.019093
30.500000,60.019093
31.500000,60.019093
32.500000,60.104151
33.500000,60.085242
34.500000,60.104151
35.500000,60.085242
36.500000,60.016319
37.500000,59.733265
38.500000,59.733265
39.500000,59.983190
40.500000,59.983190
41.500000,59.893374
42.500000,59.893374
43.500000,60.186793
44.500000,60.186793
45.500000,60.186793
46.500000,60.195963
47.500000,60.195963
48.500000,60.195963
49.500000,60.134726
50.500000,59.982864
51.500000,59.725800
52.500000,59.982864
53.500000,60.181885
54.500000,60.181885
55.500000,60.110026
56.500000,60.100298
57.500000,59.817034
58.500000,59.817034
59.500000,59.780475
60.500000,59.780475
61.500000,59.780475
62.500000,59.816689
63.500000,59.816689
64.500000,59.806372
65.500000,59.601466
66.500000,59.783808
67.500000,59.783808
68.500000,59.934504
69.500000,60.222137
70.500000,60.222137
71.500000,59.945001
72.500000,59.801188
73.500000,59.727787
74.500000,59.727787
75.500000,59.896509
76.500000,59.960491
77.500000,59.990638
78.500000,59.990638
79.500000,59.990638
80.500000,60.187285
81.500000,59.776463
82.500000,60.073864
83.500000,60.073864
84.500000,60.304041
85.500000,60.304041
86.500000,59.738547
87.500000,59.738547
88.500000,59.741543
89.500000,60.114936
90.500000,60.114936
91.500000,59.983442
92.500000,59.983442
93.500000,59.993211
94.500000,60.001667
95.500000,60.432209
96.500000,60.001667
97.500000,60.231767
98.500000,59.791001
99.500000,59.915806
100.500000,59.732224
101.500000,59.732224
102.500000,59.720806
103.500000,59.720806
104.500000,60.212935
105.500000,60.212935
106.500000,60.425543
107.500000,60.057710
108.500000,60.055374
109.500000,59.828220
110.500000,59.828220
111.500000,59.828220
112.500000,59.680455
113.500000,59.675439
114.500000,59.675439
115.500000,59.675439
116.500000,60.290318
117.500000,59.627598
118.500000,59.641361
119.500000,59.641361
120.500000,59.641361
121.500000,59.767192
122.500000,59.936320
123.500000,59.993069
124.500000,60.110614
125.500000,60.110614
126.500000,60.144427
127.500000,60.144427
128.500000,60.144427
129.500000,59.900540
130.500000,59.669643
131.500000,59.669643
132.500000,59.786636
133.500000,59.906410
134.500000,60.281688
135.500000,60.366242
136.500000,60.281688
137.500000,60.330175
138.500000,60.129523
139.500000,60.330175
140.500000,60.129523
141.500000,59.819992
142.500000,59.819992
143.500000,60.116652
144.500000,60.116652
145.500000,60.097731
146.500000,59.897056
147.500000,59.882001
148.500000,59.707198
149.500000,59.882001
150.500000,60.056502
151.500000,60.056502
152.500000,59.838005
153.500000,59.838005
154.500000,59.864973
155.500000,60.321787
156.500000,60.321787
157.500000,59.935116
158.500000,59.935116
159.500000,59.928099
160.500000,60.192153
161.500000,60.107215
162.500000,60.107215
163.500000,60.077215
164.500000,60.077215
165.500000,60.077215
166.500000,60.075002
167.500000,59.977327
168.500000,59.942005
169.500000,59.942005
170.500000,59.934327
171.500000,60.101680
172.500000,60.019469
173.500000,60.222545
174.500000,60.019469
175.500000,60.222545
176.500000,60.042593
177.500000,60.337603
178.500000,60.042593
179.500000,60.044763
180.500000,60.044763
181.500000,60.155857
182.500000,60.155857
183.500000,60.344833
184.500000,60.089556
185.500000,60.069075
186.500000,60.023076
187.500000,60.023076
188.500000,60.023076
189.500000,59.764960
190.500000,59.847594
191.500000,59.847594
192.500000,59.847594
193.500000,59.909291
194.500000,59.909291
195.500000,59.909291
196.500000,59.731184
197.500000,59.731184
198.500000,59.897994
199.500000,60.237661
200.500000,60.237661
201.500000,59.838695
202.500000,59.779682
203.500000,59.779682
204.500000,59.807588
205.500000,59.870671
206.500000,59.807588
207.500000,59.870671
208.500000,59.958606
209.500000,59.958606
210.500000,59.934715
211.500000,59.934715
212.500000,59.934715
213.500000,59.630888
214.500000,59.630888
215.500000,59.747156
216.500000,59.747156
217.500000,59.786523
218.500000,59.786523
219.500000,59.857623
220.500000,59.944691
221.500000,59.944691
222.500000,59.889679
223.500000,59.721327
224.500000,59.634285
225.500000,59.634285
226.500000,59.976244
227.500000,59.976244
228.500000,59.751384
229.500000,59.720177
230.500000,59.751384
231.500000,59.983916
232.500000,60.297017
233.500000,60.297017
234.500000,60.397035
235.500000,60.226761
236.500000,60.414290
237.500000,60.226761
238.500000,60.172685
239.500000,60.139268
240.500000,59.853091
241.500000,59.721646
242.500000,59.721646
243.500000,59.748037
244.500000,59.872136
245.500000,59.970203
246.500000,60.078499
247.500000,60.256698
248.500000,60.256698
249.500000,60.007389
250.500000,59.899756
251.500000,59.830855
252.500000,59.711620
253.500000,59.830855
254.500000,59.666844
255.500000,59.862069
256.500000,59.443074
257.500000,59.701055
258.500000,59.701055
259.500000,59.866939
260.500000,59.916317
261.500000,59.866939
262.500000,59.807750
263.500000,59.807750
264.500000,60.090026
265.500000,60.090026
266.500000,60.090026
267.500000,60.201733
268.500000,60.201733
269.500000,60.194073
270.500000,59.949181
271.500000,60.194073
272.500000,59.879989
273.500000,59.955119
274.500000,59.955119
275.500000,59.955119
276.500000,59.820752
277.500000,59.820752
278.500000,59.853654
279.500000,60.127116
280.500000,60.127116
281.500000,60.127116
282.500000,59.833166
283.500000,59.904060
284.500000,59.871528
285.500000,59.904060
286.500000,60.316779
287.500000,60.316779
288.500000,59.932057
289.500000,59.932057
290.500000,60.286790
291.500000,60.315425
292.500000,60.337970
293.500000,60.337970
294.500000,60.168323
295.500000,59.815056
296.500000,59.815056
297.500000,60.059517
298.500000,60.301103
299.500000,60.135794
300.500000,60.135794
301.500000,59.975733
302.500000,59.892303
303.500000,59.661484
304.500000,59.661484
305.500000,59.958766
306.500000,59.958766
307.500000,59.860385
308.500000,59.860385
309.500000,59.678348
310.500000,59.716357
311.500000,59.716357
312.500000,60.154568
313.500000,60.154568
314.500000,60.067652
315.500000,60.067652
316.500000,59.981800
317.500000,60.077382
318.500000,60.077382
319.500000,60.110854
320.500000,60.110854
321.500000,59.771324
322.500000,59.771324
323.500000,60.136718
324.500000,60.136718
325.500000,59.971247
326.500000,59.880603
327.500000,59.880603
328.500000,59.832385
329.500000,59.812161
330.500000,59.806128
331.500000,59.812161
332.500000,60.198393
333.500000,60.283452
334.500000,60.283452
335.500000,60.153472
336.500000,59.877374
337.500000,59.877374
338.500000,59.858450
339.500000,60.214018
340.500000,60.214018
341.500000,60.214018
342.500000,60.144741
343.500000,59.972916
344.500000,59.629942
345.500000,59.629942
346.500000,59.629942
347.500000,59.696037
348.500000,59.666994
349.500000,59.911859
350.500000,60.262452
351.500000,60.262452
352.500000,59.893036
353.500000,59.828062
354.500000,59.828062
355.500000,60.334063
356.500000,60.334063
357.500000,60.023125
358.500000,60.023125
359.500000,60.032055
360.500000,60.032055
361.500000,59.772891
362.500000,59.772891
363.500000,59.772891
364.500000,59.815876
365.500000,59.971162
366.500000,60.180684
367.500000,60.180684
368.500000,59.718927
369.500000,59.697108
370.500000,59.697108
371.500000,60.025299
372.500000,60.025299
373.500000,60.025299
374.500000,59.913099
375.500000,59.913099
376.500000,59.913099
377.500000,59.894950
378.500000,59.877646
379.500000,59.877646
380.500000,59.985050
381.500000,60.156157
382.500000,59.985050
383.500000,60.244863
384.500000,60.133835
385.500000,60.244863
386.500000,60.133835
387.500000,60.198352
388.500000,60.068655
389.500000,60.176579
390.500000,60.018738
391.500000,59.986679
392.500000,59.587433
393.500000,59.582756
394.500000,59.587433
395.500000,59.590044
396.500000,59.948329
397.500000,59.968390
398.500000,59.968390
399.500000,59.968390
400.500000,60.216199
401.500000,60.216199
402.500000,60.049335
403.500000,59.754884
404.500000,59.754884
405.500000,60.086294
406.500000,60.086294
407.500000,60.032766
408.500000,60.032766
409.500000,59.847569
410.500000,60.057469
411.500000,59.952224
412.500000,59.952224
413.500000,59.543604
414.500000,59.543604
415.500000,59.654087
416.500000,59.660430
417.500000,59.850099
418.500000,59.660430
419.500000,59.642311
420.500000,59.585669
421.500000,59.585669
422.500000,59.972499
423.500000,60.000398
424.500000,60.000398
425.500000,60.424074
426.500000,60.424074
427.500000,60.008928
428.500000,60.008928
429.500000,59.769056
430.500000,59.672412
431.500000,59.662243
432.500000,59.662243
433.500000,59.776466
434.500000,59.862638
435.500000,59.944866
436.500000,60.012822
437.500000,59.944866
438.500000,59.866621
439.500000,59.866621
440.500000,60.137187
441.500000,60.198953
442.500000,60.137187
443.500000,59.967271
444.500000,59.967271
445.500000,59.763576
446.500000,59.771887
447.500000,59.771887
448.500000,59.986266
449.500000,59.986266
450.500000,59.986266
451.500000,59.969711
452.500000,59.944575
453.500000,59.944575
454.500000,60.163687
455.500000,60.163687
