offset_seconds,frequency_hz
0.500000,60.015100
1.500000,60.018347
2.500000,60.023166
3.500000,60.020256
4.500000,60.023166
5.500000,60.020256
6.500000,60.023357
7.500000,60.018020
8.500000,60.023357
9.500000,60.017430
10.500000,60.023853
11.500000,60.017430
12.500000,60.018571
13.500000,60.018571
14.500000,60.028266
15.500000,60.028266
16.500000,60.023645
17.500000,60.021737
18.500000,60.023645
19.500000,60.021737
20.500000,60.027085
21.500000,60.027085
22.500000,60.027085
23.500000,60.011062
24.500000,60.011062
25.500000,60.018621
26.500000,60.028719
27.500000,60.028719
28.500000,60.028719
29.500000,60.031394
30.500000,60.024146
31.500000,60.032391
32.500000,60.024146
33.500000,60.022901
34.500000,60.022901
35.500000,60.026357
36.500000,60.026357
37.500000,60.021950
38.500000,60.021950
39.500000,60.027005
40.500000,60.027005
41.500000,60.027005
42.500000,60.014593
43.500000,60.014593
44.500000,60.014593
45.500000,60.024091
46.500000,60.024800
47.500000,60.024800
48.500000,60.032472
49.500000,60.029957
50.500000,60.029957
51.500000,60.025933
52.500000,60.025933
53.500000,60.022442
54.500000,60.022442
55.500000,60.022442
56.500000,60.022442
57.500000,60.029874
58.500000,60.029874
59.500000,60.029874
60.500000,60.030691
61.500000,60.030691
62.500000,60.030691
63.500000,60.028873
64.500000,60.023715
65.500000,60.023715
66.500000,60.025960
67.500000,60.025960
68.500000,60.025796
69.500000,60.025796
70.500000,60.025796
71.500000,60.025427
72.500000,60.025427
73.500000,60.028753
74.500000,60.029987
75.500000,60.028753
76.500000,60.019171
77.500000,60.019171
78.500000,60.013245
79.500000,60.027989
80.500000,60.031441
81.500000,60.031441
82.500000,60.027510
83.500000,60.022779
84.500000,60.026434
85.500000,60.026434
86.500000,60.027646
87.500000,60.027646
88.500000,60.030903
89.500000,60.022372
90.500000,60.022372
91.500000,60.022372
92.500000,60.016367
93.500000,60.033797
94.500000,60.019757
95.500000,60.024092
96.500000,60.024092
97.500000,60.024092
98.500000,60.023928
99.500000,60.017466
100.500000,60.023928
101.500000,60.015725
102.500000,60.015725
103.500000,60.015725
104.500000,60.020487
105.500000,60.021411
106.500000,60.021411
107.500000,60.021411
108.500000,60.013655
109.500000,60.013655
110.500000,60.030402
111.500000,60.030402
112.500000,60.022975
113.500000,60.017864
114.500000,60.017864
115.500000,60.023009
116.500000,60.023009
117.500000,60.017204
118.500000,60.017204
119.500000,60.025820
120.500000,60.025820
121.500000,60.023583
122.500000,60.007883
123.500000,60.018796
124.500000,60.013805
125.500000,60.018796
126.500000,60.017260
127.500000,60.017260
128.500000,60.016477
129.500000,60.008549
130.500000,60.011393
131.500000,60.011393
132.500000,60.011393
133.500000,60.004835
134.500000,60.004835
135.500000,60.005209
136.500000,60.008247
137.500000,60.008247
138.500000,60.008247
139.500000,60.006144
140.500000,60.014789
141.500000,60.018415
142.500000,60.018415
143.500000,60.007105
144.500000,60.007105
145.500000,60.010591
146.500000,60.014331
147.500000,60.014484
148.500000,60.017560
149.500000,60.014484
150.500000,60.018608
151.500000,60.010527
152.500000,60.011618
153.500000,60.009269
154.500000,60.007438
155.500000,60.007438
156.500000,60.007438
157.500000,60.009001
158.500000,60.004650
159.500000,60.009001
160.500000,60.015140
161.500000,60.015140
162.500000,60.010504
163.500000,59.998725
164.500000,60.001681
165.500000,59.998725
166.500000,60.001681
167.500000,60.001044
168.500000,60.001044
169.500000,59.998221
170.500000,59.992608
171.500000,59.988825
172.500000,59.988761
173.500000,59.988761
174.500000,59.987005
175.500000,59.980607
176.500000,59.980607
177.500000,59.980607
178.500000,59.987784
179.500000,59.979465
180.500000,59.987612
181.500000,59.978688
182.500000,59.986421
183.500000,59.986421
184.500000,59.986421
185.500000,59.977015
186.500000,59.977015
187.500000,59.979637
188.500000,59.979637
189.500000,59.979637
190.500000,59.994597
191.500000,59.994597
192.500000,59.980741
